"id","model.climate.tableName","model.site.soilDepth","model.site.pctSand","model.site.pctSilt","model.site.pctClay","model.site.swdC","model.site.otherC","model.site.youngRefractoryC","model.site.availableNitrogen","model.site.youngLabileC","model.site.somC"
7353,"climate223",122.687667608261,43.6096534729004,40.3886947631836,16.0016498565674,NA,NA,NA,NA,NA,260680
7231,"climate203",121.144831180573,40.9954032897949,40.8926887512207,18.1119079589844,NA,NA,NA,NA,NA,260680
7111,"climate203",122.687667608261,43.6096534729004,40.3886947631836,16.0016498565674,NA,NA,NA,NA,NA,260680
3184,"climate98",155.000001192093,56,38,6,NA,NA,NA,NA,NA,NA
2757,"climate99",136.000007390976,86.25,11.25,2.5,NA,NA,NA,NA,NA,260680
2650,"climate99",135.796383023262,76.9857330322266,17.2951889038086,5.71907806396484,NA,NA,NA,NA,NA,260680
2546,"climate38",135.796383023262,76.9857330322266,17.2951889038086,5.71907806396484,NA,NA,NA,NA,NA,260680
2458,"climate70",110.481426119804,69.344367980957,9.61819076538086,2.28561878204346,NA,NA,NA,NA,NA,NA
2380,"climate70",132.890522480011,42.958080291748,38.4124641418457,17.0202522277832,NA,NA,NA,NA,NA,260680
2308,"climate69",109.685033559799,33.1086311340332,33.2630043029785,14.8765411376953,NA,NA,NA,NA,NA,260680
2238,"climate69",107.961483299732,54.1389923095703,37.5735511779785,6.67825603485107,571.471496709762,331.141641366755,65.3800083218997,54.5,20818.1194731035,48222.7925941118
2170,"climate69",108.000002801418,56,38,6,0,0,0.0235,54.5,20818.1194731035,48222.7925941118
2104,"climate69",127.501904964447,53.5041313171387,38.2156448364258,8.27834701538086,0,688.293577,470.14922,54.5,20818.1194731035,48222.7925941118
2039,"climate73",109.673567116261,55.785816192627,38.0185050964355,6.19551801681519,625.005312883303,1311.47429472531,830.806924127469,54.5,20818.1194731035,48222.7925941118
1973,"climate73",108.000002801418,56,38,6,625.005312883303,1311.47429472531,830.806924127469,54.5,20818.1194731035,48222.7925941118
1903,"climate50",127.501904964447,53.5041313171387,38.2156448364258,8.27834701538086,625.005312883303,1311.47429472531,830.806924127469,54.5,20818.1194731035,48222.7925941118
1831,"climate54",129.175469279289,53.2899475097656,38.2341499328613,8.47386455535889,625.005312883303,1311.47429472531,830.806924127469,54.5,20818.1194731035,48222.7925941118
1760,"climate54",205.454096198082,43.5277481079102,39.0776176452637,17.3852634429932,571.471496709762,331.141641366755,65.3800083218997,57.75,20818.1194731035,48222.7925941118
1692,"climate57",689.981698989868,40.9033241271973,40.7985305786133,18.2973537445068,NA,NA,NA,NA,NA,NA
1627,"climate57",731.000006198883,40.75,40.939998626709,18.3099994659424,NA,NA,NA,NA,NA,186886.5302
1566,"climate45",731.000006198883,40.75,40.939998626709,18.3099994659424,NA,NA,NA,NA,NA,186886.5302
1510,"climate45",731.000006198883,40.75,40.939998626709,18.3099994659424,NA,NA,NA,NA,NA,186886.5302
1457,"climate45",645.116627216339,42.1807632446289,40.6643486022949,17.1567630767822,NA,NA,NA,NA,NA,NA
1408,"climate45",301.827132701874,47.8997573852539,39.5625228881836,12.5470895767212,0,63.0605640645161,0,57.75,107568.698516717,21391.9488673443
1361,"climate45",273.000001907349,48.3800010681152,39.4700012207031,12.1599998474121,0,63.0605640645161,0,57.75,107568.698516717,21391.9488673443
1316,"climate47",197.95086979866,52.9018974304199,38.3318252563477,8.76519203186035,0,714.460309057143,2852.61716769683,54.5,20818.1194731035,48222.7925941118
1271,"climate29",254.587054252625,43.5277481079102,39.0776176452637,17.3852634429932,481.763615270883,1361.58412331802,1244.16463502864,61,20818.1194731035,48222.7925941118
1226,"climate29",259.999990463257,42.689998626709,39.1500015258789,18.1499996185303,481.763615270883,1361.58412331802,1244.16463502864,61,20818.1194731035,48222.7925941118
1182,"climate29",259.999990463257,42.689998626709,39.1500015258789,18.1499996185303,481.763615270883,1361.58412331802,1244.16463502864,61,20818.1194731035,48222.7925941118
1135,"climate29",259.999990463257,42.689998626709,39.1500015258789,18.1499996185303,0,501.522148,0,61,20818.1194731035,48222.7925941118
1084,"climate29",259.999990463257,42.689998626709,39.1500015258789,18.1499996185303,402.38793200189,439.32616087051,668.460013202268,61,20818.1194731035,48222.7925941118
1034,"climate29",259.999990463257,42.689998626709,39.1500015258789,18.1499996185303,NA,NA,NA,NA,NA,NA
985,"climate29",259.999990463257,42.689998626709,39.1500015258789,18.1499996185303,NA,NA,NA,NA,NA,NA
939,"climate29",259.999990463257,42.689998626709,39.1500015258789,18.1499996185303,457.180634900662,692.430069145695,1796.02045929139,61,20818.1194731035,48222.7925941118
892,"climate23",259.999990463257,42.689998626709,39.1500015258789,18.1499996185303,0,501.522148,0,61,20818.1194731035,48222.7925941118
845,"climate23",258.124828338623,50.8582954406738,33.9182395935059,15.2153396606445,0,501.522148,0,61,20818.1194731035,48222.7925941118
